detectedEmotion,emotion,emotionsList,lemmatisation,rate,resultOfDetecting,text,words,wordsAfterLemmatisation,wordsFound
negative,positive,[mały],"[bardzo, dobra, mysz, bezprzewodowa, do, laptopa, mały, nadajnik, pod, usb, solidne, wykonanie]",5.0,-0.08333333333333333,Bardzo dobra mysz bezprzewodowa do laptopa. Mały nadajnik pod USB. Solidne wykonanie.,12.0,12.0,1.0
neutral,positive,[jaki],"[taki, jaki, potrzebowalem]",5.0,0.0,taki jaki potrzebowalem,3.0,3.0,1.0
neutral,positive,[],"[mysz, bardzo, dobrej, jakości, idealna, do, komputerów, przenośnych]",5.0,0.0,Mysz bardzo dobrej jakości. Idealna do komputerów przenośnych.,8.0,8.0,0.0
neutral,positive,[bez],"[bardzo, dobra, działa, bez, zażutu]",4.0,0.0,bardzo dobra działa bez zażutu,5.0,5.0,1.0
neutral,positive,[],"[interesowała, mnie, prosta, tania, ale, markowa, mysz, bezprzewodowa, oprócz, marki, i, ceny, zaletą, jest, bardzo, dobre, wyprofilowanie, myszki, bardzo, dobrze, leży, w, ręku, i, bardzo, wygodnie, można, się, ją, posługiwać]",4.0,0.0,"Interesowała mnie prosta, tania, ale markowa mysz bezprzewodowa. Oprócz marki i ceny zaletą jest bardzo dobre wyprofilowanie myszki. Bardzo dobrze leży w ręku i bardzo wygodnie można się ją posługiwać.",30.0,30.0,0.0
negative,positive,[myszka],"[bardzo, fajna, myszka]",4.0,-0.3333333333333333,Bardzo fajna myszka.,3.0,3.0,1.0
negative,positive,"[myszka, dobry]","[bardzo, dobra, myszka, jak, do, tej, pory, nigdy, mnie, nie, zawiodłabardzo, dobry, zasięg]",5.0,-0.005128205128205127,Bardzo dobra myszka jak do tej pory nigdy mnie nie zawiodła.(bardzo dobry zasięg),13.0,13.0,2.0
neutral,positive,[],"[produkt, wysokiej, jakości, znanego, producenta, w, przystepnej, cenie]",5.0,0.0,"Produkt wysokiej jakości, znanego producenta, w przystepnej cenie!",8.0,8.0,0.0
negative,positive,[myszka],"[świetna, ergonomiczna, i, warta, swojej, ceny, myszka]",4.0,-0.14285714285714285,"Świetna, ergonomiczna i warta swojej ceny myszka.",7.0,7.0,1.0
negative,positive,[myszka],"[solidna, i, szybka, myszka, ladny, wygląd]",4.0,-0.16666666666666666,"solidna i szybka myszka, ladny wygląd",6.0,6.0,1.0
negative,positive,"[myszka, mały, go]","[świetna, myszka, do, laptopa, w, niewielkiej, cenie, mały, nadajnik, umożliwia, niewyjmowanie, go, z, gniazda, usb, przez, co, można, się, o, niego, nie, martwić]",5.0,-0.08695652173913043,Świetna myszka do laptopa w niewielkiej cenie. Mały nadajnik umożliwia niewyjmowanie go z gniazda USB przez co można się o niego nie martwić.,23.0,23.0,3.0
negative,positive,[myszka],"[mala, lekka, myszka, ok]",4.0,-0.25,"Mala, lekka myszka, ok",4.0,4.0,1.0
positive,positive,[rewelacyjny],"[produkt, rewelacyjny]",5.0,0.8333333333333334,Produkt rewelacyjny !,3.0,2.0,1.0
negative,positive,[myszka],"[fajna, myszka, z, nano, odbiornikiem, w, przyzwoitej, cenie]",5.0,-0.125,Fajna myszka z nano odbiornikiem w przyzwoitej cenie,8.0,8.0,1.0
neutral,positive,[],"[bardzo, dobra, muszkapolecam]",5.0,0.0,Bardzo dobra muszka.Polecam.,3.0,3.0,0.0
positive,positive,"[dobry, bez, dodatkowo, świetny, myszka, zbyt, wielkość, alkaliczny]","[produkt, dobry, w, dobrej, cenie, działa, bez, zarzutu, dodatkowo, nano, odbiornik, świetny, myszka, może, trochę, za, mała, ale, mi, nie, przeszkadza, ponieważ, jest, do, laptopa, którego, zbyt, często, nie, używam, ok, godzdobę, szczerze, mogę, ją, polecić, najlepiej, dla, pań, tu, wielkość, będzie, odpowiednia, bateria, 1, paluszek, alkaliczny, w, zestawie]",4.0,0.08027210884353742,"Produkt dobry w dobrej cenie. Działa bez zarzutu. Dodatkowo nano odbiornik. Świetny. Myszka może trochę za mała, ale mi nie przeszkadza, ponieważ jest do laptopa którego zbyt często nie używam (ok godz/dobę). Szczerze mogę ją polecić, najlepiej dla Pań, tu wielkość będzie odpowiednia. Bateria 1 paluszek alkaliczny w zestawie.",49.0,49.0,8.0
negative,positive,"[bez, mały, który, p]","[jak, na, razie, a, korzystam, kilka, godzin, sprawuje, się, bez, zarzutu, wygodna, poręczna, dużą, zaletą, jest, mały, rozmiar, odbiornika, usb, który, ponadto, p, użyciu, można, schować, do, środka, myszy]",4.0,-0.034482758620689655,"Jak na razie, a korzystam kilka godzin, sprawuje się bez zarzutu. Wygodna, poręczna. Dużą zaletą jest mały rozmiar odbiornika USB, który ponadto p użyciu można schować do środka myszy.",29.0,29.0,4.0
negative,positive,[myszka],"[myszka, w, klasie, mozna, pochwalicgodna, polecenia]",4.0,-0.16666666666666666,myszka w klasie mozna pochwalic...godna polecenia...,6.0,6.0,1.0
positive,positive,"[rewelacyjny, małe, czułość]","[za, cenę, proponowaną, przez, sklep, jedną, z, najniższych, na, rynku, produkt, rewelacyjny, bardzo, małe, wymiary, myszy, i, nanonadajnika, prawie, nie, wystaje, z, netbookai, bardzo, wysoka, czułość, myszy, pracuje, na, niemal, każdej, powierzchniwziąłem, do, przenośnego, netbooka, z, którym, często, podróżuję]",5.0,0.09401709401709403,"Za cenę proponowaną przez sklep (jedną z najniższych na rynku) produkt rewelacyjny! Bardzo małe wymiary myszy i nanonadajnika (prawie nie wystaje z netbooka)i bardzo wysoka czułość myszy. Pracuje na niemal każdej powierzchni.Wziąłem do przenośnego netbooka, z którym często podróżuję.",39.0,39.0,3.0
negative,positive,[myszka],"[dobra, myszka, nie, jest, zła]",4.0,-0.2,dobra myszka nie jest zła ;),6.0,5.0,1.0
neutral,positive,[],"[super, produkt, polecam]",4.0,0.0,Super produkt. Polecam.,3.0,3.0,0.0
negative,positive,"[ten, nieszczęsny, środkowy]","[mam, tą, myszkę, od, 2, tygodni, i, powiem, szczerze, jestem, nią, zachwycony, cicha, i, w, miare, czuła, no, niestety, wadą, jest, ten, nieszczęsny, środkowy, klawisz, jednak, w, ogólnej, ocenie, lepszej, w, tym, segmencie, cenowym, nie, znajdziecie]",5.0,-0.05555555555555555,Mam tą myszkę od 2 tygodni i powiem szczerze jestem nią zachwycony... Cicha i w miare czuła:) No niestety wadą jest ten nieszczęsny środkowy klawisz. Jednak w ogólnej ocenie lepszej w tym segmencie cenowym nie znajdziecie...,36.0,36.0,3.0
neutral,positive,[],"[jak, dla, mnie, w, odpowiedniej, cenie, i, wysokiej, jakości]",4.0,0.0,Jak dla mnie w odpowiedniej cenie i wysokiej jakości.,9.0,9.0,0.0
negative,positive,[myszka],"[fajna, mała, myszka, wygodna, i, tania]",4.0,-0.16666666666666666,"Fajna, mała myszka. Wygodna i tania",6.0,6.0,1.0
negative,positive,[nikt],"[za, tą, cenę, lepszego, produktu, nikt, nie, znajdzie, polecam, wszystkim, dużą, zaleta, jest, 1szt, baterii, aa, a, nie, jak, u, konkurencji, kilka, aaa]",5.0,-0.08695652173913043,"Za tą cenę lepszego produktu nikt nie znajdzie :) Polecam wszystkim. Dużą zaleta jest 1szt baterii AA, a nie jak u konkurencji kilka AAA.",24.0,23.0,1.0
negative,positive,[myszka],"[bardzo, dobra, myszka]",5.0,-0.3333333333333333,Bardzo dobra myszka,3.0,3.0,1.0
neutral,positive,[działanie],"[ergonomia, myszy, na, bardzo, wysokim, poziomie, całkowicie, bezproblemowe, działanie, przy, stacji, ustawionej, w, odległości, 15, metra]",5.0,0.0,"Ergonomia myszy na bardzo wysokim poziomie, całkowicie bezproblemowe działanie przy stacji ustawionej w odległości 1,5 metra",16.0,16.0,1.0
negative,positive,"[myszka, sprawa, bez]","[naprawdę, dobra, myszka, jak, za, taką, cenę, świetna, przydałby, się, jeszcze, jedendwa, dodatkowe, przyciski, ale, do, laptopa, jest, wystarczająca, nano, odbiornik, genialna, sprawa, bez, problemu, można, przenosić, myszkę, chowając, odbiornik, do, jej, środka]",5.0,-0.030303030303030304,"Naprawdę dobra myszka, jak za taką cenę - świetna. Przydałby się jeszcze jeden/dwa dodatkowe przyciski, ale do laptopa jest wystarczająca. Nano odbiornik - genialna sprawa, bez problemu można przenosić myszkę chowając odbiornik do jej środka.",35.0,33.0,3.0
neutral,positive,[],"[spełnia, moje, oczekiwania, w, całosci]",4.0,0.0,Spełnia moje oczekiwania w całosci,5.0,5.0,0.0
positive,positive,"[dobry, praktyczny]","[produkt, bardzo, dobry, i, praktyczny]",5.0,0.38666666666666666,Produkt bardzo dobry i praktyczny,5.0,5.0,2.0
positive,positive,"[klasy, ktoś]","[produkt, jest, bardzo, dobrej, klasy, jeśli, ktoś, poszukuje, małej, i, nie, zawodnej, myszki, to, myślę, ze, po, zakupie, tego, towaru, będzie, zadowolonyja, jestem, w, 100]",5.0,0.02,"Produkt jest bardzo dobrej klasy jeśli ktoś poszukuje małej i nie zawodnej myszki to myślę ze po zakupie tego towaru będzie zadowolony,ja jestem w 100%",25.0,25.0,2.0
negative,positive,"[sam, raz]","[w, sam, raz, do, pracy, z, laptopem]",5.0,-0.2857142857142857,W sam raz do pracy z laptopem.,7.0,7.0,2.0
negative,positive,[myszka],"[do, podstawowych, zastosowań, bardzo, fajna, myszka, wygodna, bezprzewodowa, działa, precyzyjnie, nie, tylko, na, idealnie, równych, powierzchniach, mogę, polecic]",5.0,-0.05555555555555555,"Do podstawowych zastosowań bardzo fajna myszka. Wygodna, bezprzewodowa, działa precyzyjnie nie tylko na idealnie równych powierzchniach. Mogę polecic.",18.0,18.0,1.0
neutral,positive,[],[idealne],4.0,0.0,idealne,1.0,1.0,0.0
negative,positive,[myszka],"[myszka, bardzo, dobrej, jakości, rewelacyjna, cena, żałuje, że, kupiłam, tylko, dwie, bo, teraz, cała, rodzina, chce, taką, samą]",5.0,-0.05555555555555555,"Myszka bardzo dobrej jakości, rewelacyjna cena. Żałuje, że kupiłam tylko dwie, bo teraz cała rodzina chce taką samą:)",18.0,18.0,1.0
negative,negative,"[myszka, wada, praca, środkowy]","[logitech, m195, fajna, mala, myszka, komputerowa, z, nano, odbiornikiem, na, usb, wada, tez, myszki, jest, głośna, praca, przycisków, w, szczególności, najgłośniejszy, jest, środkowy, przycisk, rolka]",3.0,-0.16,Logitech M195 - fajna mala myszka komputerowa z nano odbiornikiem na USB. Wada tez myszki jest głośna praca przycisków w szczególności najgłośniejszy jest środkowy przycisk 'rolka'.,26.0,25.0,4.0
negative,positive,"[myszka, myszka]","[bardzo, dobra, myszka, działa, bezproblemowo, odbiornik, w, niczymnie, przeszkadza, wystaje, zaledwie, na, 6mm, myszka, czuła, dobrze, leży, w, dłoni, podoba, mi, się, jest, super]",4.0,-0.08333333333333333,"Bardzo dobra myszka. Działa bezproblemowo. Odbiornik w niczymnie przeszkadza. Wystaje zaledwie na 6mm. Myszka czuła, dobrze leży w dłoni. Podoba mi się, jest super.",24.0,24.0,2.0
negative,positive,[myszka],"[myszka, rewelacyjna]",5.0,-0.5,myszka rewelacyjna,2.0,2.0,1.0
neutral,positive,[],"[bardzo, dobrze, działa, z, win7, instalacja, bezproblemowapolecam]",5.0,0.0,Bardzo dobrze działa z Win7. Instalacja bezproblemowa.Polecam.,7.0,7.0,0.0
positive,positive,[zadowolony],"[jestem, bardzo, zadowolony, spełnia, moje, oczekiwania]",4.0,0.16666666666666666,Jestem bardzo zadowolony. Spełnia moje oczekiwania.,6.0,6.0,1.0
neutral,positive,[bez],"[produkt, spełnił, moje, oczekiwania, działa, bez, zarzutu]",5.0,0.0,"Produkt spełnił moje oczekiwania, działa bez zarzutu",7.0,7.0,1.0
neutral,positive,[],"[rewelacyjna, mycha]",5.0,0.0,Rewelacyjna mycha.,2.0,2.0,0.0
negative,positive,"[poza, myszka, towar, bez]","[jak, na, razie, nie, znalazłem, żadnych, wad, poza, tym, że, jest, na, baterie, ale, z, tym, trzeba, się, liczyć, przecież, to, myszka, bezprzewodowa, towar, sprawdza, się, bez, zarzutów]",5.0,-0.03571428571428571,"Jak na razie nie znalazłem żadnych wad, poza tym że jest na baterie. Ale z tym trzeba się liczyć przecież to myszka bezprzewodowa. Towar sprawdza się bez zarzutów",28.0,28.0,4.0
positive,positive,[zgodny],"[produkt, zgodny, z, moimi, oczekiwaniami]",4.0,0.2,produkt zgodny z moimi oczekiwaniami,5.0,5.0,1.0
neutral,positive,[],"[super, rewelacja]",5.0,0.0,super rewelacja,2.0,2.0,0.0
positive,positive,[zadowolony],"[jestem, zadowolony, z, zakupu]",5.0,0.25,Jestem zadowolony z zakupu,4.0,4.0,1.0
neutral,positive,[],"[bardzo, fajna, polecam]",5.0,0.0,bardzo fajna polecam,3.0,3.0,0.0
positive,positive,"[dobry, zadowolony]","[bardzo, dobry, zakup, jestem, zadowolony]",5.0,0.38666666666666666,"bardzo dobry zakup, jestem zadowolony :)",6.0,5.0,2.0
neutral,positive,"[mały, poręczny]","[mały, poręczny, polecam]",5.0,0.0,mały poręczny polecam,3.0,3.0,2.0
positive,positive,[godny],"[godny, uwagi, cena, ok]",4.0,0.375,godny uwagi cena ok,4.0,4.0,1.0
negative,positive,[myszka],"[super, myszka]",5.0,-0.5,Super myszka!,2.0,2.0,1.0
positive,positive,"[wygodny, go, bez]","[na, moje, potrzeby, super, sprzęt, bardzo, wygodny, i, nie, musowo, go, za, każdym, razem, odłączać, działa, bez, problemów]",5.0,0.05555555555555555,NA MOJE POTRZEBY SUPER SPRZĘT BARDZO WYGODNY I NIE MUSOWO GO ZA KAŻDYM RAZEM ODŁĄCZAĆ DZIAŁA BEZ PROBLEMÓW,18.0,18.0,3.0
neutral,positive,[],"[bardzo, sprawna, i, wygodna, w, użyciu]",5.0,0.0,Bardzo sprawna i wygodna w użyciu,6.0,6.0,0.0
positive,positive,[praktyczny],"[bardzo, praktyczny, produktoszczędność, wysoka, baterii]",4.0,0.2,Bardzo praktyczny produkt.Oszczędność wysoka baterii.,5.0,5.0,1.0
neutral,positive,[],"[dobra, mysz]",4.0,0.0,dobra mysz,2.0,2.0,0.0
positive,positive,[zadowalający],[zadowalający],4.0,1.0,zadowalający,1.0,1.0,1.0
negative,positive,[myszka],"[myszka, rewelacyjna, jak, za, taką, cenę, polecam, wszystkim, posiadaczom, laptopów]",5.0,-0.1,Myszka rewelacyjna jak za taką cenę. Polecam wszystkim posiadaczom laptopów.,10.0,10.0,1.0
neutral,positive,[],"[prosta, i, dlatego, super]",4.0,0.0,Prosta i dlatego super,4.0,4.0,0.0
neutral,positive,[],"[dobra, wygodna, mysz]",4.0,0.0,"Dobra, wygodna mysz.",3.0,3.0,0.0
negative,positive,"[myszka, odpowiednio, nic, ja, zadowolony]","[myszka, solidnie, wykonana, odpowiednio, wyprofilowana, i, energooszczedna, za, te, pieniadze, nie, znajdzie, sie, nic, lepszego, ja, zaplacilem, 39zl, i, jestem, bardzo, zadowolony, polecam]",4.0,-0.08695652173913043,"Myszka solidnie wykonana, odpowiednio wyprofilowana i energooszczedna. Za te pieniadze nie znajdzie sie nic lepszego. Ja zaplacilem 39zl i jestem bardzo zadowolony. Polecam",23.0,23.0,5.0
positive,positive,"[dobry, towar]","[dobry, towar, za, dobrą, cenę]",4.0,0.38666666666666666,"Dobry towar, za dobrą cenę.",5.0,5.0,2.0
neutral,positive,[],"[sprzęt, bardzo, dobrze, się, sprawdza, polecam]",5.0,0.0,"Sprzęt bardzo dobrze się sprawdza, polecam :)",7.0,6.0,0.0
neutral,positive,"[myszka, idealny, kształt]","[bardzo, fajna, myszka, płynnie, chodzi, idealny, kształt, do, dłoni, oraz, mini, usb, co, jest, wielką, zaletą, takiej, myszki, ponieważ, nie, przeszkadza, przy, wkładaniu, laptopa, w, torbę]",5.0,0.0,"Bardzo fajna myszka, płynnie chodzi, idealny kształt do dłoni oraz mini USB co jest wielką zaletą takiej myszki ponieważ nie przeszkadza przy wkładaniu laptopa w torbę.",26.0,26.0,3.0
negative,positive,"[myszka, mały]","[praktyczna, myszka, w, dobrej, cenie, mały, rozmiar, bezproblemowa, instalacja]",4.0,-0.2222222222222222,"Praktyczna myszka w dobrej cenie. Mały rozmiar, bezproblemowa instalacja.",9.0,9.0,2.0
negative,positive,[myszka],"[myszka, sprawdza, się, bardzo, dobrze, jestem, bardzo, zadowolona, bardzo, dobra, jakość, za, niewielką, cenę]",5.0,-0.07142857142857142,"Myszka sprawdza się bardzo dobrze, jestem bardzo zadowolona. Bardzo dobra jakość za niewielką cenę.",14.0,14.0,1.0
negative,positive,"[sprawny, nic]","[produkt, sprawny, nie, mam, nic, do, zarzucenia]",5.0,-0.125,"Produkt sprawny, nie mam nic do zarzucenia.",7.0,7.0,2.0
positive,positive,[zadowolony],"[bardzo, funkcionalna, szybka, pasuje, do, dłoni, czujnik, w, laptopie, praktycznie, nie, widocznypełen, konfort, jak, za, taką, cenę, naprawdę, superja, jestem, zadowolony, i, polecam]",4.0,0.043478260869565216,"BARDZO FUNKCIONALNA SZYBKA ,PASUJE DO DŁONI CZUJNIK W LAPTOPIE PRAKTYCZNIE NIE WIDOCZNY.PEŁEN KONFORT JAK ZA TAKĄ CENĘ NAPRAWDĘ SUPER.JA JESTEM ZADOWOLONY I POLECAM",23.0,23.0,1.0
neutral,positive,[],[rewelacja],5.0,0.0,Rewelacja ;),2.0,1.0,0.0
negative,positive,"[myszka, szybciutko, nic, zadowolony]","[myszka, idealna, ładnie, leży, w, dłoni, działa, szybciutko, nie, trzeba, nic, instalować, jestem, mega, zadowolony, z, tego, produktu]",4.0,-0.16666666666666666,Myszka idealna... ładnie leży w dłoni :) Działa szybciutko... nie trzeba nic instalować :) Jestem mega zadowolony z tego produktu :),21.0,18.0,4.0
neutral,positive,[],"[super, mycha, extra, działa]",5.0,0.0,Super mycha extra działa,4.0,4.0,0.0
neutral,positive,[],"[solidne, wykonanie, wygodna, łatwa, w, instalacji, mogła, by, być, dokładniejsza, ale, ogolnie, produkt, oceniam, na, 8510, polecam]",4.0,0.0,"Solidne wykonanie, wygodna, łatwa w instalacji, mogła by być dokładniejsza, ale ogolnie produkt oceniam na 8,5/10.
Polecam.",17.0,17.0,0.0
neutral,positive,[działanie],"[dobre, wykonanie, i, wzorcowe, działanie]",4.0,0.0,Dobre wykonanie i wzorcowe działanie.,5.0,5.0,1.0
negative,positive,[myszka],"[bardzo, dobra, myszka, za, niską, cenę]",5.0,-0.16666666666666666,"Bardzo dobra myszka, za niską cenę.",6.0,6.0,1.0
neutral,positive,[możliwość],"[bardzo, zgrabna, mysz, i, ergonomiczna, zasięg, do, 3, metrów, możliwość, schowania, nadajnika, do, wnętrza, myszki]",5.0,0.0,Bardzo zgrabna mysz i ergonomiczna. Zasięg do 3 metrów. Możliwość schowania nadajnika do wnętrza myszki.,15.0,15.0,1.0
neutral,positive,"[zgodny, myszka, bez]","[produkt, zgodny, z, opisem, myszka, jest, bardzo, prosta, bez, zbędnych, udziwnień, posiada, podstawowe, funkcje, warta, tej, ceny]",4.0,0.0,"Produkt zgodny z opisem.  Myszka jest bardzo prosta bez zbędnych udziwnień, posiada podstawowe funkcje. Warta tej ceny.",17.0,17.0,3.0
neutral,positive,"[go, myszka, zadowolony]","[nanoodbiornik, to, wielka, zaleta, można, go, schować, w, myszce, myszka, trochę, za, mała, ale, jestem, zadowolony, bo, działa, na, każdej, powierzchni]",5.0,0.0,"Nanoodbiornik to wielka zaleta, można go schować w myszce, myszka trochę za mała, ale jestem zadowolony, bo działa na każdej powierzchni.",21.0,21.0,3.0
negative,positive,[nic],"[za, tą, cenę, nie, znajdziecie, nic, lepszego, działa, bardzo, sprawnie, polecam]",5.0,-0.18181818181818182,Za tą cenę nie znajdziecie nic lepszego. Działa bardzo sprawnie. Polecam!!!,11.0,11.0,1.0
negative,positive,"[sam, raz]","[mała, wygodna, w, sam, raz, do, laptopa]",4.0,-0.2857142857142857,"mała , wygodna w sam raz do laptopa.",8.0,7.0,2.0
positive,positive,[wygodny],"[długo, trzymająca, bateria, i, produkt, wygodny, w, użytkowaniu]",5.0,0.125,Długo trzymająca bateria i produkt wygodny w użytkowaniu.,8.0,8.0,1.0
negative,positive,[myszka],"[fajna, myszka, poręczna, dla, małej, dłonimało, prądożernaaku, nie, trzeba, często, ładować]",4.0,-0.09090909090909091,"Fajna myszka , poręczna dla małej dłoni,mało prądożerna-aku nie trzeba często ładować",12.0,11.0,1.0
positive,positive,"[godny, myszka, miniaturowy]","[produkt, jak, najbardziej, godny, polecenia, działa, naprawdę, rewelacyjnie, pomimo, tego, że, myszka, nie, jest, laserowa, działa, na, bardzo, wielu, powierzchniach, bezproblemowo, duzym, plusem, jest, miniaturowy, nadajnik, bluetouch, polecam]",5.0,0.017857142857142856,"Produkt jak najbardziej godny polecenia!! działa naprawdę rewelacyjnie, pomimo tego, że myszka nie jest laserowa działa na bardzo wielu powierzchniach bezproblemowo, duzym plusem jest miniaturowy nadajnik bluetouch !!:)polecam !!!",29.0,28.0,3.0
