comment,emotion,rate
"Matrix                        Pierwsza część Matrixa ....cóż tu dużo mówić - odniósł niekwestionowany sukces- możliwe, że dlatego, że w każdym z nas drzemie inne wyobrażenie przyszłości...Świetne efekty specjalne.... :D Pozdrawiam wszystkich fanów Matrixa :>>              ",positive,10
Genialny                        Ten film jest po prostu genialny! Niestety kolejne części się posypały i nie polecam.              ,positive,10
TELEFON NEO                        KTO WIE JAKIEGO TELEFONU UŻYWAŁ NEO W PIERWSZEJ CZĘŚCIE MATRIX-a??              ,positive,10
"Matrix to ...                        Matrix poza świetnym kinem akcji,ostrzega ludzi przed zbytnim zadufaniem w sobie,w swoje możliwości,a jesteśmy tylko ludżmi niczym więcej,jeśli nie maszyny,to sami się wykończymy zapominając o tym              ",positive,10
"matrix                        uważam ,że Matrix to najlepszy film jaki można było zrobic.Ten film jest moim ulubionym i na zawsze zostanie w mojej pamięci...............!              ",positive,10
"bardzo dobry film fantastyczny                        Matrix to jedna z najlepszych serii fantastycznych1-Star wars , ale  3 stare epizody 2-Terminator3-matrixOdnosnie każdej z części matrixa to najlepsza jest pierwsza część, potem druga juz znacznie gorsza, ale i tak trzymająca klasę, ale trzecia już jest yraźnie poniżej poziomu, widać że brakowało jak na jeden rok już pomysłów, powinni całość z 2 i 3 części połączyć w jeden dłuższy ...              ",positive,10
"bardzo dobry film fantastyczny                        Matrix to jedna z najlepszych serii fantastycznych1-Star wars , ale  3 stare epizody 2-Terminator3-matrixOdnosnie każdej z części matrixa to najlepsza jest pierwsza część, potem druga juz znacznie gorsza, ale i tak trzymająca klasę, ale trzecia już jest yraźnie poniżej poziomu, widać że brakowało jak na jeden rok już pomysłów, powinni całość z 2 i 3 części połączyć w jeden dłuższy ...              ",positive,10
"http://trinity-matrix.blog.pl - to jest adres tego bloga,ktorego adres wczesniej zapomnialam podać :DD sorki                        Sorki, bo wczesniej pospieszylam sie i nie napisałam adresu bloczka :D o to on: :Dhttp://trinity-matrix.blog.pl              ",positive,10
"Nie wiem czy to zasługa                        magii świąt czy mega kaca, ale film bardzo mi się spodobał. Dawno nie widziałam tak dobrej polskiej komedii (o zgrozo) romantycznej. Wojciech Malajkat był po prostu genialny w tej roli.              ",positive,7
"Chyba najlepsza rola Karolaka                        aczkolwiek jestem przekonany, że wzorowana na filmie Zły Mikołaj...              ",positive,7
"Odgrzewany kotlet po amerykańskich pomysłach                        Trzeba mu przyznać, temu filmu, że wypada znacznie lepiej niż większość ostatnich polskich produkcji o tematyce ""romantycznej"". Jednak bardzo mnie raziły trzy rzeczy w tym filmie i za to taka niska ocena ode mnie.Po pierwsze to dialogi, które po prostu mnie raziły po uszach. Wydawało mi się jak by pisał je ktoś kto nie ma pojęcia jak rozmawiają ""zwykli ludzie"" a chciał ...              ",negative,4
"TVN się pospieszył z tym filmem.                        Na co puszczają go już w listopadzie.Mogli poczekać lepiej do grudnia i puścić go w Święta,by się go oglądało w zupełnie innym klimacie. ;)              ",positive,8
"polski film..                        Ostatnio polskie produkcje nie zachwycają, ale ten film wyjątkowo mi się podobał. Był lekki, przyjemny, często śmieszny i idealnie wprowadzał w świąteczny nastrój.              ",positive,8
"8/10                        Świetny film :) fajnie się ogląda, są zarówno śmieszne jak i wzruszające momenty.Polecam ! a Karolak rozwala jak zawsze ;p              ",positive,8
"Wzruszający                        Czytam te negatywne komentarze i czytam... I w sumie brakuje mi konkretów. Osobiście nie lubię polskich komedii. Kiepskie dialogi, marne scenariusze, generalnie nudno i żmudnie. Ale listy do M. mnie pozytywnie zaskoczyły. Bardzo pięknie pokazane różne postacie, problemy ""współczesnych&quo t; rodzin, fajna ścieżka dźwiękowa. Film owszem, ma duży wydźwięk bajki, ale chyba o to chodzi w bożonarodzeniowych ...              ",positive,9
"ciepły i miły jak wełniane bambosze w zimowy poranek :-)                        takie filmy, które niosą w sobie duży ładunek pozytywnej energii i podnoszą na duchu lubię!              ",positive,8
"Nędzna podróba Love Actually                        Polacy jak zwykle wykazali się ""inteligencją"". Brak pomysłu na film zrobił swoje i poskutkował czymś nadzwyczaj słabym, mianowicie nieudaną i niepotrzebną podróbą Love Actually (To właśnie miłość). Masakra, po prostu słów szkoda               ",negative,4
"Cudowny film                        I to się nazywa komedia. Kiedy oglądałam Listy do M. to płakałam ze śmiechu! Karolak idealnie zagrał Melchiora, a Stuhr i Gąsiorowska sprawili, że film był romantyczny. Ogólnie cały film mi sie podobał.              ",positive,9
"Bardzo dobre kino , jestem zaskoczona                        Nie przepadam za polską komedią ,ale ta była rewelacyjna , na pewno obejrzę raz jeszcze, pozdrawiam sympatyków , a tych którzy nie obejrzeli a mają zamiar, polecam gorąco .              ",positive,9
sukienka Małgorzaty                        Mam pytanie czy ktoś może wie z jakiej firmy jest sukienka którą miała  na sobie Agnieszka Wagner (Małgorzata) w czasie kolacji wigilijnej.Z góry dziękuje na odp.              ,positive,10
"7/10                        Dobry, momentami śmieszny, aktorzy zagrali na miarę oczekiwań. Polecam.              ",positive,7
Film przyjemny na święta i nie tylko. Nie ma co piać z zachwytu po prostu pozytywny z dawką optymizmu.                        jw              ,positive,7
JEDEN Z LEPSZYCH POLSKICH FILMÓW OSTATNICH LAT                        Po obejrzeniu 2 raz daję 9. Film naprawdę wymiata i potrafi nieźle wzruszyć. Jak na polskie kino dzieci grają rewelacyjnie i to m. in. dzięki nim tak dobrze wypada ten film. POLECAM              ,positive,9
Idealny na święta.                        Święta bez listów do M to nie święta ♥              ,positive,8
7/10                        Ogolnie fajny ale gdyby nie Karolak to nie bylby taki smieszny.              ,positive,7
To jest komedia?                        Pod względem technicznym jest dobry. I to tyle.               ,negative,4
"Nie wiem czy to zasługamagii świąt czy mega kaca, ale film bardzo mi się spodobał. Dawno nie widziałam tak dobrej polskiej komedii (o zgrozo) romantycznej. Wojciech Malajkat był po prostu genialny w tej roli.",positive,7
"Chyba najlepsza rola Karolakaaczkolwiek jestem przekonany, że wzorowana na filmie Zły Mikołaj...",positive,7
"Odgrzewany kotlet po amerykańskich pomysłachTrzeba mu przyznać, temu filmu, że wypada znacznie lepiej niż większość ostatnich polskich produkcji o tematyce ""romantycznej"". Jednak bardzo mnie raziły trzy rzeczy w tym filmie i za to taka niska ocena ode mnie. Po pierwsze to dialogi, które po prostu mnie raziły po uszach. Wydawało mi się jak by pisał je ktoś kto nie ma pojęcia jak rozmawiają ""zwykli ludzie"" a chciał ...",negative,4
"TVN się pospieszył z tym filmem.Na co puszczają go już w listopadzie.Mogli poczekać lepiej do grudnia i puścić go w Święta,by się go oglądało w zupełnie innym klimacie. ;)",positive,8
"polski film..Ostatnio polskie produkcje nie zachwycają, ale ten film wyjątkowo mi się podobał. Był lekki, przyjemny, często śmieszny i idealnie wprowadzał w świąteczny nastrój.",positive,8
"8/10Świetny film :) fajnie się ogląda, są zarówno śmieszne jak i wzruszające momenty.Polecam ! a Karolak rozwala jak zawsze ;p",positive,8
"WzruszającyCzytam te negatywne komentarze i czytam... I w sumie brakuje mi konkretów. Osobiście nie lubię polskich komedii. Kiepskie dialogi, marne scenariusze, generalnie nudno i żmudnie. Ale listy do M. mnie pozytywnie zaskoczyły. Bardzo pięknie pokazane różne postacie, problemy ""współczesnych&quo t; rodzin, fajna ścieżka dźwiękowa. Film owszem, ma duży wydźwięk bajki, ale chyba o to chodzi w bożonarodzeniowych ...",positive,9
"Nędzna podróba Love ActuallyPolacy jak zwykle wykazali się ""inteligencją"". Brak pomysłu na film zrobił swoje i poskutkował czymś nadzwyczaj słabym, mianowicie nieudaną i niepotrzebną podróbą Love Actually (To właśnie miłość). Masakra, po prostu słów szkoda",negative,4
"ciepły i miły jak wełniane bambosze w zimowy poranek :-)takie filmy, które niosą w sobie duży ładunek pozytywnej energii i podnoszą na duchu lubię!",positive,8
"Cudowny filmI to się nazywa komedia. Kiedy oglądałam Listy do M. to płakałam ze śmiechu! Karolak idealnie zagrał Melchiora, a Stuhr i Gąsiorowska sprawili, że film był romantyczny. Ogólnie cały film mi sie podobał.",positive,9
"Bardzo dobre kino , jestem zaskoczonaNie przepadam za polską komedią ,ale ta była rewelacyjna , na pewno obejrzę raz jeszcze, pozdrawiam sympatyków , a tych którzy nie obejrzeli a mają zamiar, polecam gorąco .",positive,9
sukienka MałgorzatyMam pytanie czy ktoś może wie z jakiej firmy jest sukienka którą miała na sobie Agnieszka Wagner (Małgorzata) w czasie kolacji wigilijnej. Z góry dziękuje na odp.,positive,10
"7/10Dobry, momentami śmieszny, aktorzy zagrali na miarę oczekiwań. Polecam.",positive,7
Film przyjemny na święta i nie tylko. Nie ma co piać z zachwytu po prostu pozytywny z dawką optymizmu.jw,positive,7
JEDEN Z LEPSZYCH POLSKICH FILMÓW OSTATNICH LATPo obejrzeniu 2 raz daję 9. Film naprawdę wymiata i potrafi nieźle wzruszyć. Jak na polskie kino dzieci grają rewelacyjnie i to m. in. dzięki nim tak dobrze wypada ten film. POLECAM,positive,9
Idealny na święta.Święta bez listów do M to nie święta ♥,positive,8
7/10Ogolnie fajny ale gdyby nie Karolak to nie bylby taki smieszny.,positive,7
To jest komedia?Pod względem technicznym jest dobry. I to tyle.,negative,4
"Męski głos Stuhra                        W  filmie ,, Listy do M” szczególnie podobały mi się dwa wątki: Mikołaja Koniecznego, prezentera radiowego, który po śmierci żony samodzielnie wychowuje  syna Kostka oraz Szczepana Lisieckiego policyjnego negocjatora, który po nieudanej próby samobójstwa postanawia zmienić swoje życie. ..To Stuhr, Jankiewicz, Adamczyk i Malajkat tworzą klimat tego filmu. A pozostałe postacie i wątki są ciekawym ...              ",positive,9
9/10                        Bardzo dobra Polska komedia :)              ,positive,9
Beznadziejna Komedia.                        Nie ujęło mnie ani romantyzm ani nastrój świąteczny. beznadziejna Komedia. Moja Ocena to Mocne 4. 2 cześć jest taka sama .              ,negative,4
"Bez wątpienia film dla odmóżdżonych                         popcornowców, widzów TVNu czy Polsatu czyli osób które nie za bardzo lubią wysilać swoje szare komórki.              ",negative,3
"Muzyka                        Film spełniający swoje zadanie jako komedia romantyczna. Natomiast razi muzyka. Uważam, że można by nazbierać sporo polskich utworów o tematyce świątecznej do podkładu. Twórcy filmu albo nie chcieli zapłacić ZAIKS-owi albo łudzili się na jakąś nominację na jakimś obcym festiwalu w kategorii "" nieanglojęzyczny film z angielskimi kolędami"".Szkoda, jak dźwięk dobry to coś innego musi nawalić.              ",positive,7
"Żydomasońska papka dla odmóżdżonego lemingowatego lewactwa                        łykającego niczym Ferdynand Kiepski Mocnego Fulla propagandę TVN i Wybiórczej, mająca na celu deprawację młodzieży polskiej i zeświecczenie Naszej Polskiej Uroczystości Narodzenia Pańskiego! Gdzie w tym zlewaczałym gniocie tradycyjne dwanaście potraw na wigilijnych stołach? Gdzie czynne uczestnictwo postaci w Mszy Pasterskiej w stanie łaski uświęcającej? No ...              ",neutral,5
"Co wy macie                        do tego filmu? Przecież polskie komedie nie raz są nudne, a ta jest akurat bardzo dobra. W co drugim momencie jest jakiś mocny żart. Mi się np. bardzo podobała.              ",positive,10
"Mysle ze 9 to odpowiednia ocena ;)                        Rewelacja ;) Tym wyrazem określę ten film ;)Większość osób nie oglądało Listów do M , gdyż uważaja że Polska produkcja jest nieciekawa ... Myśle ze sie mylą ... Ten film daje nam duzo o zrozumienia ;) Wystarczy spojrzeć z innej perspektywy na niego , na świat i na ludzi a przede wszystkim na samych siebie ;) Miło było wyrazić swoja opinie ;) Pozdrawiam Marta ;)              ",positive,9
"Znakomita AGNIESZKA WAGNER                        Dla mnie główną rolę w tym filmie zagrała Agnieszka Wagner. Jej postać jest niebanalna i wielowarstwowa. Pozornie zimna, zdystansowana i zgorzkniała Małgorzata okazuje się kobietą pełną uczuć, które po prostu zostały zamknięty w niej samej  po tragicznym wydarzeniu. Pojawienie się Tosi burzy jej ""poukładany świat"" ale też ukazuje kochające serce, które pragnęło miłośći do dziecka. Aktorka ...              ",positive,10
